metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
http_reqs,1783905257,1.000000,,,,true,::setup,GET,http://springboot-api:8080/api/products?page=0&size=50,HTTP/1.1,,,200,,,http://springboot-api:8080/api/products?page=0&size=50,,
http_req_duration,1783905257,613.528265,,,,true,::setup,GET,http://springboot-api:8080/api/products?page=0&size=50,HTTP/1.1,,,200,,,http://springboot-api:8080/api/products?page=0&size=50,,
http_req_blocked,1783905257,1.804819,,,,true,::setup,GET,http://springboot-api:8080/api/products?page=0&size=50,HTTP/1.1,,,200,,,http://springboot-api:8080/api/products?page=0&size=50,,
http_req_connecting,1783905257,0.271209,,,,true,::setup,GET,http://springboot-api:8080/api/products?page=0&size=50,HTTP/1.1,,,200,,,http://springboot-api:8080/api/products?page=0&size=50,,
http_req_tls_handshaking,1783905257,0.000000,,,,true,::setup,GET,http://springboot-api:8080/api/products?page=0&size=50,HTTP/1.1,,,200,,,http://springboot-api:8080/api/products?page=0&size=50,,
http_req_sending,1783905257,0.027644,,,,true,::setup,GET,http://springboot-api:8080/api/products?page=0&size=50,HTTP/1.1,,,200,,,http://springboot-api:8080/api/products?page=0&size=50,,
http_req_waiting,1783905257,611.544415,,,,true,::setup,GET,http://springboot-api:8080/api/products?page=0&size=50,HTTP/1.1,,,200,,,http://springboot-api:8080/api/products?page=0&size=50,,
http_req_receiving,1783905257,1.956206,,,,true,::setup,GET,http://springboot-api:8080/api/products?page=0&size=50,HTTP/1.1,,,200,,,http://springboot-api:8080/api/products?page=0&size=50,,
http_req_failed,1783905257,0.000000,,,,true,::setup,GET,http://springboot-api:8080/api/products?page=0&size=50,HTTP/1.1,,,200,,,http://springboot-api:8080/api/products?page=0&size=50,,
data_sent,1783905257,112.000000,,,,,::setup,,,,,,,,,,,
data_received,1783905257,30363.000000,,,,,::setup,,,,,,,,,,,
iteration_duration,1783905257,616.648647,,,,,::setup,,,,,,,,,,,
http_reqs,1783905257,1.000000,,,,true,,PUT,http://springboot-api:8080/api/products/6a39d5076ad750177584cf45,HTTP/1.1,default,,200,,,http://springboot-api:8080/api/products/6a39d5076ad750177584cf45,,
http_req_duration,1783905257,85.180091,,,,true,,PUT,http://springboot-api:8080/api/products/6a39d5076ad750177584cf45,HTTP/1.1,default,,200,,,http://springboot-api:8080/api/products/6a39d5076ad750177584cf45,,
http_req_blocked,1783905257,0.339254,,,,true,,PUT,http://springboot-api:8080/api/products/6a39d5076ad750177584cf45,HTTP/1.1,default,,200,,,http://springboot-api:8080/api/products/6a39d5076ad750177584cf45,,
http_req_connecting,1783905257,0.256802,,,,true,,PUT,http://springboot-api:8080/api/products/6a39d5076ad750177584cf45,HTTP/1.1,default,,200,,,http://springboot-api:8080/api/products/6a39d5076ad750177584cf45,,
http_req_tls_handshaking,1783905257,0.000000,,,,true,,PUT,http://springboot-api:8080/api/products/6a39d5076ad750177584cf45,HTTP/1.1,default,,200,,,http://springboot-api:8080/api/products/6a39d5076ad750177584cf45,,
http_req_sending,1783905257,0.073965,,,,true,,PUT,http://springboot-api:8080/api/products/6a39d5076ad750177584cf45,HTTP/1.1,default,,200,,,http://springboot-api:8080/api/products/6a39d5076ad750177584cf45,,
http_req_waiting,1783905257,84.578955,,,,true,,PUT,http://springboot-api:8080/api/products/6a39d5076ad750177584cf45,HTTP/1.1,default,,200,,,http://springboot-api:8080/api/products/6a39d5076ad750177584cf45,,
http_req_receiving,1783905257,0.527171,,,,true,,PUT,http://springboot-api:8080/api/products/6a39d5076ad750177584cf45,HTTP/1.1,default,,200,,,http://springboot-api:8080/api/products/6a39d5076ad750177584cf45,,
http_req_failed,1783905257,0.000000,,,,true,,PUT,http://springboot-api:8080/api/products/6a39d5076ad750177584cf45,HTTP/1.1,default,,200,,,http://springboot-api:8080/api/products/6a39d5076ad750177584cf45,,
checks,1783905257,1.000000,PUT 200,,,,,,,,default,,,,,,,
checks,1783905257,0.000000,PUT 404,,,,,,,,default,,,,,,,
error_rate,1783905257,0.000000,,,,,,,,,default,,,,,,,
data_sent,1783905257,649.000000,,,,,,,,,default,,,,,,,
data_received,1783905257,636.000000,,,,,,,,,default,,,,,,,
iteration_duration,1783905257,186.831920,,,,,,,,,default,,,,,,,
iterations,1783905257,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1783905257,1.000000,,,,true,,DELETE,http://springboot-api:8080/api/products/6a39d5076ad750177584cf41,HTTP/1.1,default,,204,,,http://springboot-api:8080/api/products/6a39d5076ad750177584cf41,,
http_req_duration,1783905257,17.115317,,,,true,,DELETE,http://springboot-api:8080/api/products/6a39d5076ad750177584cf41,HTTP/1.1,default,,204,,,http://springboot-api:8080/api/products/6a39d5076ad750177584cf41,,
http_req_blocked,1783905257,0.003858,,,,true,,DELETE,http://springboot-api:8080/api/products/6a39d5076ad750177584cf41,HTTP/1.1,default,,204,,,http://springboot-api:8080/api/products/6a39d5076ad750177584cf41,,
http_req_connecting,1783905257,0.000000,,,,true,,DELETE,http://springboot-api:8080/api/products/6a39d5076ad750177584cf41,HTTP/1.1,default,,204,,,http://springboot-api:8080/api/products/6a39d5076ad750177584cf41,,
http_req_tls_handshaking,1783905257,0.000000,,,,true,,DELETE,http://springboot-api:8080/api/products/6a39d5076ad750177584cf41,HTTP/1.1,default,,204,,,http://springboot-api:8080/api/products/6a39d5076ad750177584cf41,,
http_req_sending,1783905257,0.014989,,,,true,,DELETE,http://springboot-api:8080/api/products/6a39d5076ad750177584cf41,HTTP/1.1,default,,204,,,http://springboot-api:8080/api/products/6a39d5076ad750177584cf41,,
http_req_waiting,1783905257,17.038156,,,,true,,DELETE,http://springboot-api:8080/api/products/6a39d5076ad750177584cf41,HTTP/1.1,default,,204,,,http://springboot-api:8080/api/products/6a39d5076ad750177584cf41,,
http_req_receiving,1783905257,0.062172,,,,true,,DELETE,http://springboot-api:8080/api/products/6a39d5076ad750177584cf41,HTTP/1.1,default,,204,,,http://springboot-api:8080/api/products/6a39d5076ad750177584cf41,,
http_req_failed,1783905257,0.000000,,,,true,,DELETE,http://springboot-api:8080/api/products/6a39d5076ad750177584cf41,HTTP/1.1,default,,204,,,http://springboot-api:8080/api/products/6a39d5076ad750177584cf41,,
checks,1783905257,1.000000,DEL 204,,,,,,,,default,,,,,,,
checks,1783905257,0.000000,DEL 404,,,,,,,,default,,,,,,,
error_rate,1783905257,0.000000,,,,,,,,,default,,,,,,,
data_sent,1783905257,125.000000,,,,,,,,,default,,,,,,,
data_received,1783905257,54.000000,,,,,,,,,default,,,,,,,
