metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
http_reqs,1782177418,1.000000,,,,true,::setup,GET,http://springboot-api:8080/api/products?page=0&size=50,HTTP/1.1,,,200,,,http://springboot-api:8080/api/products?page=0&size=50,,
http_req_duration,1782177418,232.389112,,,,true,::setup,GET,http://springboot-api:8080/api/products?page=0&size=50,HTTP/1.1,,,200,,,http://springboot-api:8080/api/products?page=0&size=50,,
http_req_blocked,1782177418,3.905683,,,,true,::setup,GET,http://springboot-api:8080/api/products?page=0&size=50,HTTP/1.1,,,200,,,http://springboot-api:8080/api/products?page=0&size=50,,
http_req_connecting,1782177418,0.416442,,,,true,::setup,GET,http://springboot-api:8080/api/products?page=0&size=50,HTTP/1.1,,,200,,,http://springboot-api:8080/api/products?page=0&size=50,,
http_req_tls_handshaking,1782177418,0.000000,,,,true,::setup,GET,http://springboot-api:8080/api/products?page=0&size=50,HTTP/1.1,,,200,,,http://springboot-api:8080/api/products?page=0&size=50,,
http_req_sending,1782177418,0.123391,,,,true,::setup,GET,http://springboot-api:8080/api/products?page=0&size=50,HTTP/1.1,,,200,,,http://springboot-api:8080/api/products?page=0&size=50,,
http_req_waiting,1782177418,231.719345,,,,true,::setup,GET,http://springboot-api:8080/api/products?page=0&size=50,HTTP/1.1,,,200,,,http://springboot-api:8080/api/products?page=0&size=50,,
http_req_receiving,1782177418,0.546376,,,,true,::setup,GET,http://springboot-api:8080/api/products?page=0&size=50,HTTP/1.1,,,200,,,http://springboot-api:8080/api/products?page=0&size=50,,
http_req_failed,1782177418,0.000000,,,,true,::setup,GET,http://springboot-api:8080/api/products?page=0&size=50,HTTP/1.1,,,200,,,http://springboot-api:8080/api/products?page=0&size=50,,
data_sent,1782177418,112.000000,,,,,::setup,,,,,,,,,,,
data_received,1782177418,28932.000000,,,,,::setup,,,,,,,,,,,
iteration_duration,1782177418,238.444527,,,,,::setup,,,,,,,,,,,
http_reqs,1782177418,1.000000,,,,true,,GET,http://springboot-api:8080/api/products?page=42&size=20,HTTP/1.1,default,,200,,,http://springboot-api:8080/api/products?page=42&size=20,,
http_req_duration,1782177418,143.152678,,,,true,,GET,http://springboot-api:8080/api/products?page=42&size=20,HTTP/1.1,default,,200,,,http://springboot-api:8080/api/products?page=42&size=20,,
http_req_blocked,1782177418,0.494354,,,,true,,GET,http://springboot-api:8080/api/products?page=42&size=20,HTTP/1.1,default,,200,,,http://springboot-api:8080/api/products?page=42&size=20,,
http_req_connecting,1782177418,0.390762,,,,true,,GET,http://springboot-api:8080/api/products?page=42&size=20,HTTP/1.1,default,,200,,,http://springboot-api:8080/api/products?page=42&size=20,,
http_req_tls_handshaking,1782177418,0.000000,,,,true,,GET,http://springboot-api:8080/api/products?page=42&size=20,HTTP/1.1,default,,200,,,http://springboot-api:8080/api/products?page=42&size=20,,
http_req_sending,1782177418,0.113672,,,,true,,GET,http://springboot-api:8080/api/products?page=42&size=20,HTTP/1.1,default,,200,,,http://springboot-api:8080/api/products?page=42&size=20,,
http_req_waiting,1782177418,142.688202,,,,true,,GET,http://springboot-api:8080/api/products?page=42&size=20,HTTP/1.1,default,,200,,,http://springboot-api:8080/api/products?page=42&size=20,,
http_req_receiving,1782177418,0.350804,,,,true,,GET,http://springboot-api:8080/api/products?page=42&size=20,HTTP/1.1,default,,200,,,http://springboot-api:8080/api/products?page=42&size=20,,
http_req_failed,1782177418,0.000000,,,,true,,GET,http://springboot-api:8080/api/products?page=42&size=20,HTTP/1.1,default,,200,,,http://springboot-api:8080/api/products?page=42&size=20,,
checks,1782177418,1.000000,GET 200,,,,,,,,default,,,,,,,
error_rate,1782177418,0.000000,,,,,,,,,default,,,,,,,
data_sent,1782177418,113.000000,,,,,,,,,default,,,,,,,
data_received,1782177418,12650.000000,,,,,,,,,default,,,,,,,
iteration_duration,1782177418,244.706948,,,,,,,,,default,,,,,,,
iterations,1782177418,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1782177418,1.000000,,,,true,,GET,http://springboot-api:8080/api/products?page=77&size=20,HTTP/1.1,default,,200,,,http://springboot-api:8080/api/products?page=77&size=20,,
http_req_duration,1782177418,148.661723,,,,true,,GET,http://springboot-api:8080/api/products?page=77&size=20,HTTP/1.1,default,,200,,,http://springboot-api:8080/api/products?page=77&size=20,,
http_req_blocked,1782177418,0.009077,,,,true,,GET,http://springboot-api:8080/api/products?page=77&size=20,HTTP/1.1,default,,200,,,http://springboot-api:8080/api/products?page=77&size=20,,
http_req_connecting,1782177418,0.000000,,,,true,,GET,http://springboot-api:8080/api/products?page=77&size=20,HTTP/1.1,default,,200,,,http://springboot-api:8080/api/products?page=77&size=20,,
http_req_tls_handshaking,1782177418,0.000000,,,,true,,GET,http://springboot-api:8080/api/products?page=77&size=20,HTTP/1.1,default,,200,,,http://springboot-api:8080/api/products?page=77&size=20,,
http_req_sending,1782177418,0.068764,,,,true,,GET,http://springboot-api:8080/api/products?page=77&size=20,HTTP/1.1,default,,200,,,http://springboot-api:8080/api/products?page=77&size=20,,
http_req_waiting,1782177418,148.224240,,,,true,,GET,http://springboot-api:8080/api/products?page=77&size=20,HTTP/1.1,default,,200,,,http://springboot-api:8080/api/products?page=77&size=20,,
http_req_receiving,1782177418,0.368719,,,,true,,GET,http://springboot-api:8080/api/products?page=77&size=20,HTTP/1.1,default,,200,,,http://springboot-api:8080/api/products?page=77&size=20,,
http_req_failed,1782177418,0.000000,,,,true,,GET,http://springboot-api:8080/api/products?page=77&size=20,HTTP/1.1,default,,200,,,http://springboot-api:8080/api/products?page=77&size=20,,
